Generation, WorstFit, AvgFit, BestFit, BestFirDistribution, BestDeck
54, 84.6, 98.502045, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EHH014, EJP013, EJP021, EMM022, MYHI002, OCP002, ODE008, SBB012, SEL020, SFO006, SMA025, SMA033, SNV017, SNV038, SST019, STE019, STR027]"
55, 90.4, 98.731064, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EBT001, EES008, EJP021, EMM022, MYHI002, OCP002, ODE008, OFF026, SBB012, SEL020, SFO006, SMA025, SNV017, SNV038, SOD016, SPI008, STR027, SWA022]"
56, 88.600006, 98.881065, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EHH014, EJP021, EMM022, LAM027, LDG004, OCP002, OEV001, SBB012, SBB019, SEL020, SMA008, SMA025, SNV017, SOD016, SPI008, STE019, STR027]"
57, 90.0, 98.42104, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACMY002, ACSP027, EES008, EHH014, EJP021, EMM022, OBI003, OCP002, ODE008, SBB012, SEL020, SEN008, SMA025, SNV017, SOD016, SSS014, STE019, STR027]"
58, 82.0, 98.32204, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACFE032, EES008, EJP012, EJP021, EMM022, LBI013, LDG004, ODE008, PAN010, SBB012, SEL020, SMA025, SNV017, SOD016, SPI014, SST020, STE019, SWA022]"
59, 80.200005, 98.23905, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACPY003, ACSP015, ACTA009, EJF009, EJP021, LAM018, LDG004, OCP002, ODE008, ODE020, OFF026, SBB012, SEL020, SMA025, SNV017, SOD016, SST026, STE019]"
60, 86.4, 98.17303, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACSP027, EES008, EJP021, EMM022, ERO018, LVE021, OCP002, PCA010, SBB012, SEL020, SFN019, SMA025, SNV017, SOD016, SOD028, SSS014, STE019, STR027]"
61, 85.399994, 97.87906, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EHH014, EJP021, ESS005, LMA048, MYHI002, OCP002, ODE008, SBB012, SEL020, SMA025, SMO001, SNV017, SOD016, SPL001, SRR004, STE019, SWA003]"
62, 85.600006, 98.01605, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EAG018, EES008, EHH014, EJP021, EMM022, LDG004, OCP002, OCP019, OFI034, SBB012, SEL020, SMA025, SNV017, SOD016, SPP006, SST006, STE019, STR027]"
63, 82.600006, 98.15305, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EHH014, EJP021, EMM022, LBU041, LTT019, OCP002, ORE011, SAA024, SBB012, SEL020, SMA018, SMA025, SNV005, SNV017, SOD016, STE019, STR027]"
64, 88.8, 98.359055, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACEM005, ACTA009, EEG002, EES008, EJF009, EJP021, EJP023, LAM013, OCP002, ODE020, SBB012, SCO009, SEL020, SMA025, SMO008, SNV017, SOD016, STE019]"
65, 70.8, 97.831085, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU037, ACSP027, EHH014, EJP021, EMM022, FSC001, LBU032, LCA004, LPR020, OCP002, SBB012, SEL020, SMA025, SMW014, SNV017, SOD016, STE019, STR027]"
66, 83.00001, 97.78805, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACSP027, ECF004, EES008, EHH014, EJP021, EMM022, LAM023, LCA032, OCE023, OCP002, PCA010, SBB012, SEL020, SMA025, SNV017, SOD016, SSS014, STE019]"
67, 65.8, 98.100044, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACFE021, ACMY002, ACSP027, EHH014, EJP021, EMM022, LMC025, OCE017, OCP002, OWA025, SBB012, SEL020, SMA025, SNV017, SOD016, SPL007, STE019, STR027]"
